Name,Comment,Time,Likes,Reply Count
Pawan Kumar,Please top up on my Id viwan singh,2021-04-04T09:04:11Z,1,0
bilalbhai 222 222,Nobda custom karega,2021-04-04T09:04:04Z,1,0
Tejesh Meghvnsi,Nice video,2021-04-04T09:03:43Z,0,0
Ratna Singh,Good morning 😘😘☀️,2021-04-04T09:03:31Z,4,0
Nimish Srivastava,Opeg cookie 😅😅,2021-04-04T09:03:13Z,1,0
Roshan Bhoyar,ajuu Bahi kabhi solo bhi khelo😉😁,2021-04-04T09:03:03Z,0,0
KRISH TAU GAMING,Ahh yeah,2021-04-04T09:02:37Z,0,0
CG FF Gaming Zone,नहीं आप का वीडियो खाना खाते वक्त देखता हूं भैया op ho Aap,2021-04-04T09:02:36Z,0,0
4KB GAMING,I m very small youtuber 😭 very hard work,2021-04-04T09:02:33Z,1,0
TECHNICAL ASRAR,Hiii,2021-04-04T09:02:24Z,0,0
bilalbhai 222 222,Nobda,2021-04-04T09:02:16Z,0,0
Sobiya Rida Khan,What s your income,2021-04-04T09:02:00Z,0,0
Rahul Gouda,Good morning,2021-04-04T09:01:46Z,0,0
CG FF Gaming Zone,Asap se mere gano ke bande jalate hai,2021-04-04T09:01:38Z,0,0
Kuldeep Kumar,Nice making videos,2021-04-04T09:01:37Z,1,0
Shoaib shaikh,Oo ajjubhai RCB is best,2021-04-04T09:01:25Z,0,0
Dhanbir batth,Face reavel,2021-04-04T09:01:21Z,0,0
Nimai Das,Ajjubhai Op bolta ha,2021-04-04T09:01:18Z,1,0
Nirbhay Pratap Singh,Super video bro 🔥🔥🔥,2021-04-04T09:01:10Z,8,0
CG FF Gaming Zone,Mera ipl team CSK iske liye main jaan le sakata hun,2021-04-04T09:01:07Z,0,0
aliasgar bootwala,Nice,2021-04-04T09:01:00Z,1,1
BLACK EAGLE FF,Hlo,2021-04-04T09:00:28Z,0,0
CG FF Gaming Zone,Love you bhaiya 👍,2021-04-04T09:00:18Z,0,0
Anil prasad,Custom match please,2021-04-04T09:00:17Z,0,0
CG FF Gaming Zone,Hii bhaiya 👍,2021-04-04T09:00:10Z,0,0
Hrithik Khare,Ha bhai jan de de ge,2021-04-04T08:59:57Z,1,0
Abhishek Kumar,Sir please emote send kar do I&#39;d ShackZAck,2021-04-04T08:59:45Z,0,0
SDOP RATLAM,ager tum ne mujhe hara di ya to me ya maan jaunga ki tum pure world ke sbse pro player ho,2021-04-04T08:59:45Z,0,0
Dhruv Khurana,hello ajjubhi hahhahahaahha lol ajjubhaiya,2021-04-04T08:59:40Z,0,0
Rj gemers free fire king,Mi my favourite,2021-04-04T08:59:15Z,0,0
Bidhan Biswas,OP 😘😘😘😘😘😘😘😘😘😘😘😘😘,2021-04-04T08:59:05Z,0,0
subhan asif,Thk,2021-04-04T08:59:04Z,0,0
Evil gamer,Please 😥give me chrono I request you ajjubhai,2021-04-04T08:58:44Z,0,0
Modern Vines,Ajjubhai l am your biggest fan,2021-04-04T08:58:43Z,0,0
Priya Varshini 1js18cs415,Rcb❤❤❤,2021-04-04T08:58:41Z,0,0
Sarita Agarwal,Ye ff me aadhe se jada mang mang ke hi style dikhate hai,2021-04-04T08:58:30Z,0,0
Sapna Salvi,Good morning Ajju bhai,2021-04-04T08:58:05Z,1,0
anil khandare,Op,2021-04-04T08:57:59Z,0,0
Aug _07,Ajjubhai pls mere friend ban jao,2021-04-04T08:57:55Z,0,0
Jay 517,Hamako dayamand do,2021-04-04T08:57:48Z,0,0
Shimla Garg,Ajju bhai op,2021-04-04T08:57:46Z,0,0
SDOP RATLAM,Ajjubhai custom aaoge kya meri id FarleyH3114S (me tu me challenge deta hu 1 vs 1 ka me tu me hara sak ta hu aaram se),2021-04-04T08:57:43Z,1,0
Tarsem Josan,Hello,2021-04-04T08:57:41Z,0,0
R.j gamer,Ajjubhi mra sat kalo mi name is chandni,2021-04-04T08:57:23Z,0,0
Ks Mehra,Top-up kar do agala video batana,2021-04-04T08:57:14Z,1,0
nitin kumar,Good morning,2021-04-04T08:57:09Z,1,0
HAUNTED GAMER,😂😂😂 KKR king RCB 49 all out,2021-04-04T08:56:31Z,0,0
anil khandare,2 AWM,2021-04-04T08:56:17Z,1,0
AK ashish,Dimon do,2021-04-04T08:56:13Z,0,0
Jay 517,Hama ko dayamand do,2021-04-04T08:56:00Z,0,0
Sandeep Kashyap,Ajju@bhai op alokhdedo2946471112,2021-04-04T08:55:57Z,0,0
Blue Alpha Gaming,Who are watching this song<br /><br />- On the bed<br />- Not full screen <br />- for reading comments <br /><br />I salute those people who clik &quot;Read more&quot;❤,2021-04-04T08:55:56Z,1,0
Om Bhosale,👌👌👌👌👌👌👌👌👌👌,2021-04-04T08:55:54Z,0,0
Aquib Rizwan,Aquib,2021-04-04T08:55:44Z,0,0
anil khandare,Hi,2021-04-04T08:55:39Z,1,0
Om Bhosale,Om,2021-04-04T08:55:32Z,0,0
Om Bhosale,Hi,2021-04-04T08:55:26Z,0,0
PB LUCKY Gaming,From punjab please saprot me frd😍,2021-04-04T08:55:21Z,1,0
Hrithik Khare,Bhai rcb mari bhi favorite ha,2021-04-04T08:55:16Z,1,0
anil khandare,Happy btrthy,2021-04-04T08:55:09Z,0,0
Nasima Begum,I am your big fan,2021-04-04T08:55:07Z,0,0
Deepak Nikam,Hmm,2021-04-04T08:55:04Z,0,0
Kinjal Mistri,Ajjubhai is,2021-04-04T08:54:40Z,0,0
Jay 517,Hamako dayamand do,2021-04-04T08:54:39Z,0,0
Deepak Nikam,Good morning,2021-04-04T08:54:39Z,0,0
Hansrajsingh Rajaura,Ajju bhai face revel ka kaya plan ha bata do sarmao. Mat,2021-04-04T08:54:37Z,2,0
RANJIT PRAKASH HORO,Mara liya to ap super star ho,2021-04-04T08:54:21Z,0,0
RANJIT PRAKASH HORO,Ajju bhai ko to super star hona chai,2021-04-04T08:53:48Z,0,0
Abhay Sahu,Ajju bhai op,2021-04-04T08:53:41Z,1,0
Contentment is Happiness,KkR,2021-04-04T08:53:36Z,1,0
Sachin Gupta,Only car challenge,2021-04-04T08:53:31Z,0,0
Raheemawaqr100 Waqar,Bau mara pass dimonds nahi<br />Ha 😭😟😞😞😞😞,2021-04-04T08:53:28Z,0,0
Shaun Gaming 99,Ajju Bhai will show his face on 50m 🔥🤘👍,2021-04-04T08:53:27Z,10,3
Suman Yadav,Parela G G mania gineas,2021-04-04T08:53:08Z,0,0
anil khandare,Op,2021-04-04T08:53:04Z,1,0
Firoz Mollah,HI<br />OPOPOPOPOPOPOPO,2021-04-04T08:53:00Z,1,0
Desi gamers Azad,Diomand kab milega bro 🙏🙏,2021-04-04T08:52:59Z,1,0
Millions Gaming,tg how to show tounch mode on blustraks 4 pls tell tg bro,2021-04-04T08:52:14Z,0,0
danger prince gamer,Op,2021-04-04T08:52:13Z,0,0
Proton Master,who is the real fan of total gaming,2021-04-04T08:52:10Z,0,0
danger prince gamer,Op,2021-04-04T08:52:09Z,0,0
vinay PATLE,Manju Bhai ko challenge deta hun main custom Mera De to vah sabse Bade Pro Bande Hain aur Amit bhai se bhejen sabse problem Ne aur my Ajju bhai Bahar Aata Hun To Judaai Mein ko 10000 Diamond Lenge Ajju Bhai aap log Mile Ho,2021-04-04T08:52:05Z,0,0
MR HINDUSTAN HACKER MR HINDUSTAN HACKER,Total army great hai Ajju bhai tum kya heavy driver ho yar,2021-04-04T08:52:01Z,3,0
Haripada Maity,An pro ho bahi but Amitbahi noon ha,2021-04-04T08:52:00Z,1,0
Raju Ali,For gando,2021-04-04T08:51:57Z,0,0
SECRETT GAMING,ajjubhai asa mera bhi bahot bar hota solution kia he,2021-04-04T08:51:47Z,0,0
Hansrajsingh Rajaura,Ajju bahi aap bhi globle 1 pa jao lokash gamer ko challange karo please,2021-04-04T08:50:55Z,1,0
haker gamer,Ah u Bhai PLEASE FACE,2021-04-04T08:50:51Z,1,0
Broker gaming,Op,2021-04-04T08:50:39Z,1,0
Harshit Sharma,Op Bolte ❤,2021-04-04T08:50:10Z,2,0
DARKS WARRIOR,Ajjubhai please give me Diamond💎 🙏🙏🙏,2021-04-04T08:50:09Z,0,0
Gauri Gambhir,Big fan,2021-04-04T08:50:05Z,1,0
koushik Kamkar,Op ajju,2021-04-04T08:50:02Z,1,0
Dilshad Hussain,Bhai op ho tum love you,2021-04-04T08:49:58Z,0,1
SPARROW GAMING,Ajjubhai me ap k sath khelna chahta hu,2021-04-04T08:49:47Z,0,0
koushik Kamkar,Op ajju,2021-04-04T08:49:46Z,1,0
TOTAL GAMER,Reply me,2021-04-04T08:49:30Z,0,0
sakshi gupta,Motabhai raid,2021-04-04T08:49:30Z,1,0
kamal yadav,Op,2021-04-04T08:49:26Z,1,0
Nandan Kamila,Op,2021-04-04T08:49:02Z,1,0
let's gaming,Op song bhai❤️❤️❤️❤️,2021-04-04T08:48:56Z,1,0
Dinesh kumar Tiwri,Bhai mujhe apni aidi dedo plz,2021-04-04T08:48:38Z,0,0
Harshit Harsh,One of the worst youtuber with 9-10 saal wale audience,2021-04-04T08:48:19Z,0,0
Risky ɠαɱεɾ,Hy sir big fan,2021-04-04T08:48:12Z,1,0
haker gamer,Oooppp,2021-04-04T08:47:33Z,1,0
Hrithik Khare,# op,2021-04-04T08:47:29Z,1,0
Bk Prajapati,Op,2021-04-04T08:47:19Z,0,0
Rajbir Singh,Op ajjubhai,2021-04-04T08:47:15Z,1,0
ASHOK KESARWANI,Op,2021-04-04T08:47:08Z,0,0
kajal ff gaming,mast,2021-04-04T08:47:06Z,0,0
Bk Prajapati,Op,2021-04-04T08:47:06Z,0,0
haker gamer,####,2021-04-04T08:47:02Z,1,0
Manisha Meena,Diamond do Bai Meri id. adi40965805s,2021-04-04T08:46:59Z,1,0
Rajesh Rajbhar,Ajjubhai play beast quest game,2021-04-04T08:46:50Z,0,0
Hrithik Khare,Op op op,2021-04-04T08:46:49Z,1,0
haker gamer,Ksjen,2021-04-04T08:46:47Z,1,0
KIWI 2X,I am very small roaster and I am 100% sure that you will laugh when you see my videos,2021-04-04T08:46:41Z,1,0
Swapnil Waghmode,Thanks,2021-04-04T08:46:36Z,0,0
Avis gamerz FF,Ajjubhai op opopopopop,2021-04-04T08:46:31Z,0,0
Atiya Khan,Big fan,2021-04-04T08:46:24Z,0,0
HARRIS FREEFIRE,Thanks Everyone for 10K Subscribers❤,2021-04-04T08:46:20Z,5,0
Devraj Honhaga,Nice video,2021-04-04T08:46:18Z,0,0
Nilesh mali,Halo,2021-04-04T08:46:14Z,0,0
haker gamer,AJUBHAI3000DIOMND GIFT,2021-04-04T08:46:13Z,1,0
HARRIS FREEFIRE,Thanks Everyone for 10K Subscribers on my Channel❤,2021-04-04T08:46:12Z,1,0
N R B Digital studio,Ajju bhai hamare sath bhi khelo,2021-04-04T08:45:58Z,1,0
Rajab ali,Fase revele kerdo plz plz plz plz pl Z,2021-04-04T08:45:56Z,0,0
mr_akhilazm_007,Plz bhai,2021-04-04T08:45:52Z,0,0
mr_akhilazm_007,Ek bande ko harana hai,2021-04-04T08:45:40Z,0,0
Sumero Coding,op,2021-04-04T08:45:36Z,0,0
soyab and Aadil king 00x,Ajju bhai op,2021-04-04T08:45:27Z,0,0
mr_akhilazm_007,Mujhe ek banda chahiye,2021-04-04T08:45:27Z,0,0
mr_akhilazm_007,Bhai koe custum khelane vala hai,2021-04-04T08:45:13Z,0,0
manglesh. Raj. 130 kumar,Op,2021-04-04T08:45:00Z,1,0
Sk Gaming Pal,Hello bhai op,2021-04-04T08:44:50Z,0,0
N R B Digital studio,Ajju bhai op op,2021-04-04T08:44:46Z,1,0
Vaibhav Chamnar Editz,Aapki maa ki Umar kitni hogi 😍 1🅢︎🅤︎🅑︎🅢︎🅒︎🅡︎🅘︎🅑︎🅔︎ = 150 ✔︎..... .....,2021-04-04T08:44:41Z,0,0
Vaibhav Chamnar Editz,Aapki maa ki Umar kitni hogi 😍 1🅢︎🅤︎🅑︎🅢︎🅒︎🅡︎🅘︎🅑︎🅔︎ = 150 ✔︎..... ...,2021-04-04T08:44:37Z,0,0
Digvijaynath maurya,Ajju bhao opopopopopopopopopopopopopopopopopppopp,2021-04-04T08:44:36Z,1,0
Vaibhav Chamnar Editz,Aapki maa ki Umar kitni hogi 😍 1🅢︎🅤︎🅑︎🅢︎🅒︎🅡︎🅘︎🅑︎🅔︎ = 150 ✔︎..... ....,2021-04-04T08:44:33Z,0,0
Dinesh tiwari,Biggest fan ever in the world,2021-04-04T08:44:31Z,0,0
Vaibhav Chamnar Editz,Aapki maa ki Umar kitni hogi 😍 1🅢︎🅤︎🅑︎🅢︎🅒︎🅡︎🅘︎🅑︎🅔︎ = 150 ✔︎..... ...,2021-04-04T08:44:29Z,0,0
vilas Karkare,Hi,2021-04-04T08:44:24Z,0,0
Sharwan Kumar,Bro da do plz bahi,2021-04-04T08:44:21Z,0,0
NOBITA GAMING N.G,Accha pc lo Ajju lobhiye,2021-04-04T08:44:12Z,1,0
a Ayushthakur,I&#39;d Ayush120440k,2021-04-04T08:44:09Z,0,0
Robiul Sardar,ARIF.,2021-04-04T08:43:50Z,0,0
ishant ishant,aaju bhai op op op op,2021-04-04T08:43:26Z,0,0
borno paul,op,2021-04-04T08:43:15Z,0,0
Different world,Op chacha,2021-04-04T08:43:05Z,1,0
Priya Kumari,op ajju bhi mst,2021-04-04T08:43:02Z,0,0
Sharwan Kumar,Meri id Bàdshàíshû,2021-04-04T08:42:55Z,0,0
Khajur Singh,Ajjubhai op op op op op op,2021-04-04T08:42:41Z,0,0
Sharwan Kumar,Bro diamond da do,2021-04-04T08:42:35Z,0,0
Robiul Sardar,🌹🌹🌹,2021-04-04T08:42:21Z,1,0
haker gamer,Op,2021-04-04T08:42:15Z,1,0
Khajur Singh,Ajjubhai op op op op,2021-04-04T08:42:12Z,0,0
STREET GAMER YT,"Ajjubhai Mari request accept kar lo <br />MaraNick Name J,R-_Singh",2021-04-04T08:42:02Z,0,0
Tamanna Memon,Aujj bhai Ff id Mj-jocker78 5000 Diamond do n.a. Please please please Ajju Bhai fan,2021-04-04T08:41:53Z,1,0
Robiul Sardar,😍😍😍🥰🥰😍😍😍😍😍🥰😍😍🥰😍😍😍😍😍🥰😍😍😍😍🥰😍😍🥰😍😍😍😍😍🥰😍🥰😍😍😍😍😍😍😍😍🥰🥰😍🥰😭😭😭,2021-04-04T08:41:45Z,1,0
Mohit Sharma,Hlo,2021-04-04T08:41:34Z,1,0
MD Kashif,Sir ji apko sa re ga ma pa maih jana chaiye👍👍👍❤️❤️,2021-04-04T08:41:23Z,0,0
Om choudhary,Mi is the best,2021-04-04T08:41:19Z,1,0
Op Gaming Bhai,Ajju Bhai is back op Ajjubhai 😍😍😍🤩🤩🤩,2021-04-04T08:41:17Z,0,0
Om choudhary,Mumbai Indians will win again ipl,2021-04-04T08:41:04Z,1,0
Omkar Kabadi,Op,2021-04-04T08:40:58Z,0,0
Garima Yadav,Like amit and aaju bhai friendship,2021-04-04T08:40:57Z,1,0
Mohit Sharma,Hiii,2021-04-04T08:40:57Z,1,0
Firoz Mollah,ARIF,2021-04-04T08:40:44Z,1,0
priyesh Raj,Hun aapka fans hai,2021-04-04T08:40:40Z,1,0
Vikas gujjar,Ajju bhai is baar election me aap khade ho jaao aap hi jeetoge,2021-04-04T08:40:24Z,1,0
Robiul Sardar,Ajju Bhai aap festival kab,2021-04-04T08:40:23Z,1,0
Gujrati Gaming zone,Ajuubhai op..... Op...... Op.... Op...,2021-04-04T08:40:14Z,1,0
Bipasha Chakraborty,Bp,2021-04-04T08:40:14Z,0,0
priyesh Raj,Ajjubhai94 OP op op op,2021-04-04T08:40:13Z,1,0
Satish Yadav,Op,2021-04-04T08:39:46Z,1,0
UTKARSH,I have like this video because I am rcb fan 😀,2021-04-04T08:39:33Z,0,0
Manisha Meena,Ajju Bai diamond do Meri id. Adi40965805s,2021-04-04T08:38:50Z,1,0
vyas Jiger,Mu je MI pasad he,2021-04-04T08:38:38Z,0,0
aryan yadav,Bhai please,2021-04-04T08:38:30Z,0,0
Kavita Bisht,What happened to TG esport team?,2021-04-04T08:38:26Z,0,0
G O U R I Biswas YT,Bhai,2021-04-04T08:38:19Z,0,0
Coc Gamers,Bhai ap ka avaj ek Hero ke tara lagat hai please bhai request accept karo ap ko bhai total gaming ki kasam my ID Is 19744931934,2021-04-04T08:38:17Z,0,0
Gorilal tomar Tomar,गोपी,2021-04-04T08:38:08Z,0,0
Mini Moon FF,"I need permanent squad so, jisko mujhe join krna ho mujhe req. Bheje aur apna in game name btadena req bhejne se pehle<br />In game name :- ᴍᴍ ʟᴇɢᴇɴᴅ<br />Uid - 1681502918<br />Level- 55<br />League - heroic<br />Character - cr7<br />Contact me for permanent squad - 9988890225 (whatsapp no. H )<br />Anyone can join me above 55 level <br />:)",2021-04-04T08:37:52Z,0,0
mr Anthony,1.1 m views in 15 minutes wow ❤️❤️,2021-04-04T08:37:44Z,0,0
Virendra Kumar,Op,2021-04-04T08:37:36Z,0,0
Samadhan More,2,2021-04-04T08:37:32Z,0,0
Rk ji,Ek like mera RCB ke liye🤩,2021-04-04T08:37:30Z,0,0
Hitesh Parmar,Ajjubhai aap muje friend banado plz,2021-04-04T08:36:59Z,0,0
Virendra Kumar,Op,2021-04-04T08:36:57Z,0,0
Ganesh Pardeshi,OP,2021-04-04T08:36:55Z,0,0
GANDU Gaming,Hii Ajju bhai,2021-04-04T08:36:39Z,1,0
Mohd Arsalan,Ajju bhai please mere sath khel lo meri I&#39;d Arsalan1211G,2021-04-04T08:36:22Z,0,0
mukesh Kumar,Ajju bhai mere shath khelkar dikhao gab mane aapko pro me I&#39;d killark3309E,2021-04-04T08:36:20Z,0,0
Raj Verma,Op,2021-04-04T08:36:17Z,0,0
AHMAD RAZA,Thanks for 1 rupees😂😂😂😂😂😂,2021-04-04T08:36:03Z,0,0
Yogesh Devrikar,OO,2021-04-04T08:36:01Z,0,0
SIFAT MAHMUD,ajjubhai op op op,2021-04-04T08:35:59Z,0,0
Anmol Thakur,Ha ha,2021-04-04T08:35:47Z,0,0
Ravindar Prasad,My team mi,2021-04-04T08:35:47Z,1,0
p. b gaming 07,Opppppp ajju bhai,2021-04-04T08:35:36Z,1,0
Jaskirat Singh,Ajjubhi op,2021-04-04T08:35:23Z,0,0
Ajit Barik,ajuu,2021-04-04T08:35:08Z,0,0
nick69 free fire Lover's,Hello bhai. Maine abhi tak 600 video dekh chuka hu bhai plzzz muze Ripley karna plzz,2021-04-04T08:35:01Z,0,0
Nilima Kambare,Ap marako dj alock do,2021-04-04T08:34:56Z,0,0
God,Mere dost ko double kar98 lake mara,2021-04-04T08:34:36Z,0,0
Positive Vibes,Pubg ka crate open kr,2021-04-04T08:34:25Z,0,0
Yash agnihotri,Ajju bhai mere favourite team rcb he virat kholi ki wajah se and so im big you,2021-04-04T08:34:21Z,0,0
sandipta chakraborty,451012596,2021-04-04T08:34:16Z,1,0
Krishtal Neupane,You are legend bro,2021-04-04T08:34:08Z,0,0
Danger Gamer,Just imagine how many people are watching 😱 this video,2021-04-04T08:34:04Z,0,0
OP. A GAMING,Please,2021-04-04T08:34:01Z,0,0
Pradip Chaudhari,Hii ajjuvai,2021-04-04T08:34:01Z,0,0
Aakash ugre,Billi pet ko give kardo id 2070605525 Aakash ugre,2021-04-04T08:33:45Z,0,0
Yash Suthar,Opopop,2021-04-04T08:33:42Z,0,0
Ravabha ni Chehar Chehar ma,"Custom at <a href=""https://www.youtube.com/watch?v=NFlpZL7_rNo&amp;t=5m00s"">5:00</a>",2021-04-04T08:33:39Z,0,0
S.S Singh bhai,Face to dekhaiye ajubhai piles,2021-04-04T08:33:36Z,1,0
9ICE GAMING,Lol nhi ❤️👍,2021-04-04T08:33:31Z,1,0
GOLIATH HUNTER,Thanks for 30 ❤❤<br />100 kardo bhai 😌😌<br />Content Achha laga to 😞😞,2021-04-04T08:33:28Z,15,1
OP. A GAMING,Please,2021-04-04T08:33:25Z,0,0
Ravabha ni Chehar Chehar ma,Id Jeelrabari31,2021-04-04T08:33:24Z,0,0
OP. A GAMING,Please,2021-04-04T08:33:20Z,0,0
OP. A GAMING,Please,2021-04-04T08:33:15Z,0,0
Ayan Meher,Sniper king Ajjubhai,2021-04-04T08:33:14Z,0,0
OP. A GAMING,Please,2021-04-04T08:33:10Z,0,0
OP. A GAMING,Please,2021-04-04T08:33:05Z,0,0
OP. A GAMING,Please,2021-04-04T08:32:58Z,0,0
Ayan Meher,Ajjubhai you are best,2021-04-04T08:32:47Z,0,0
OP. A GAMING,Aap ke samne ek Bandar team aap kar raha tha neela neela kot pahne tha aur neela friend,2021-04-04T08:32:46Z,0,0
Savitri Vishwakarma,Hash stake op,2021-04-04T08:32:31Z,0,0
umashankar thalor,अज्जू भाई प्लीज अपना प्यारा सा चेहरा दिखा दो ना 🙏🙏🙏,2021-04-04T08:32:31Z,1,0
OP. A GAMING,Please please please download,2021-04-04T08:32:24Z,0,0
Vijay Saini,Ajju bhai op op op op op op,2021-04-04T08:32:16Z,0,0
AT1COMEDY Vlog,🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,2021-04-04T08:32:16Z,1,0
OP. A GAMING,Ajju bhai tum abhi training khel rahe the na please answer do,2021-04-04T08:32:14Z,0,0
pokeguru gaming,And i give you ashirvad,2021-04-04T08:32:00Z,0,0
CAR998 Gamers,<b>&quot;&quot;&quot;&quot;Any school college here student here...................</b>,2021-04-04T08:31:47Z,7,4
B. Vishnu Prasad,Rcb ee sala cup namdhe,2021-04-04T08:31:41Z,1,0
Lakhi kanta Panda loggy and chapati,Hallo,2021-04-04T08:31:30Z,0,0
VISHAV DEV SINGH,Bhai mugha diamond do ga 900 please,2021-04-04T08:31:24Z,0,0
Pooja Oswal,Ajju bhai op,2021-04-04T08:31:21Z,1,0
Nagnath Patil,Ajju bhi tte ha,2021-04-04T08:31:15Z,0,0
Asha Sk,Ajjubhai OP op,2021-04-04T08:31:06Z,0,0
Rajbhai 99,Wya,2021-04-04T08:31:04Z,0,0
Maminul Hoque,Waqat he toh custom main aja 1 vs 1,2021-04-04T08:30:42Z,0,0
Ranjit Sarkar,Supar opp,2021-04-04T08:30:36Z,0,0
Chandan Sharma,Ajjubhai op op op op,2021-04-04T08:30:32Z,0,0
S.P Pardhan Thakor,🥰👈💔👌👌👌,2021-04-04T08:30:30Z,0,0
Rocky gaming,Cup nammde,2021-04-04T08:30:05Z,0,0
Parwez ff,Op,2021-04-04T08:29:58Z,1,0
F.F King,Op,2021-04-04T08:29:50Z,0,0
G.B GAMER,Bhai muje nikalkor Dina bhai plzz,2021-04-04T08:29:45Z,0,0
Maminul Hoque,Noobra chimkandi ke toh,2021-04-04T08:29:43Z,0,0
F.F King,Opp,2021-04-04T08:29:40Z,0,0
Priyanshu Dhir,Love you,2021-04-04T08:29:32Z,0,0
death route gaming,Same pinch ajju bhai i also love rcb😍😘,2021-04-04T08:29:23Z,1,0
Parwez ff,Op,2021-04-04T08:29:22Z,2,0
Aditya Aditya,I d da do,2021-04-04T08:29:21Z,2,1
crazy gaming,Motia bhai rade,2021-04-04T08:29:18Z,2,0
ANCHIT Gerory,Sasta computer loge to aisa hi hoga,2021-04-04T08:29:09Z,1,0
Mudassar Khan vines,Ajju bhai op mania is gopy,2021-04-04T08:28:58Z,2,0
mr. smash,Ajjubhai tomara maa ki kasam ek bhi spammer ko chod na nhi😡😡,2021-04-04T08:28:54Z,2,0
Abhi Gamer,Ha ho gya,2021-04-04T08:28:44Z,0,0
Rockstar Gaming ꪜ,Thank You For 1.96K❤️❤️<br /><br />2 K Karwaado Guys🙏🙏<br /><br /> Love You All..😘😘,2021-04-04T08:28:40Z,4,0
Rockstar Gaming ꪜ,Thank You For 1.96K❤️❤️<br /><br />2 K Karwaado Guys🙏🙏<br /><br /> Love You All..😘😘,2021-04-04T08:28:35Z,2,0
Rockstar Gaming ꪜ,Thank You For 1.96K❤️❤️<br /><br />2 K Karwaado Guys🙏🙏<br /><br /> Love You All..😘😘,2021-04-04T08:28:30Z,7,0
Ishan Teraiya,Singal,2021-04-04T08:28:29Z,0,0
Rockstar Gaming ꪜ,Thank You For 1.96K❤️❤️<br /><br />2 K Karwaado Guys🙏🙏<br /><br /> Love You All..😘😘,2021-04-04T08:28:22Z,5,0
Ishan Teraiya,Big fen,2021-04-04T08:28:12Z,0,0
Rehan Musla,Op,2021-04-04T08:27:39Z,1,0
Ishan Teraiya,Helo ajubai,2021-04-04T08:27:39Z,0,0
Aditi Bansal,big fan,2021-04-04T08:27:37Z,2,0
GAMING TURBO AMAN,Legend watching after stream,2021-04-04T08:27:30Z,12,0
Thunder Gaming,Opppppppppppppppppppppppp,2021-04-04T08:27:17Z,0,0
Durgesh Selokar,"<a href=""https://www.youtube.com/watch?v=NFlpZL7_rNo&amp;t=2h38m17s"">2:38:17</a>",2021-04-04T08:27:10Z,1,0
Ismail Hossan,Op,2021-04-04T08:27:05Z,0,0
Vipul Chaudhary,Ajju bhai op op op,2021-04-04T08:26:52Z,1,0
gopesh Mali,😭😭BHAI RAJASTHAN ROYAL NAHI HA KYA😭😭,2021-04-04T08:26:48Z,1,2
Mantu Ghadei,Mujhe 600diamond dedo bhai,2021-04-04T08:26:38Z,0,0
Ishan Teraiya,One,2021-04-04T08:26:27Z,0,0
TECH CAFE,Guys abhi abhi 305 subscribers hue h🤩😲....ab jaldi se 400 karwado😍🤩,2021-04-04T08:26:11Z,5,0
SUPS sonu's unique painting studio,Ajjubhai ગુજરાત નું ગૌરવ😊,2021-04-04T08:26:05Z,1,0
TECH CAFE,Guys abhi abhi 305 subscribers hue h🤩😲....ab jaldi se 400 karwado😍🤩,2021-04-04T08:25:57Z,5,0
Rakesh Kumar,Opopopopopopopppp,2021-04-04T08:25:55Z,0,0
TECH CAFE,Guys abhi abhi 305 subscribers hue h🤩😲....ab jaldi se 400 karwado😍🤩,2021-04-04T08:25:53Z,2,0
TECH CAFE,Guys abhi abhi 305 subscribers hue h🤩😲....ab jaldi se 400 karwado😍🤩,2021-04-04T08:25:48Z,3,0
Md Nazir,Op,2021-04-04T08:25:46Z,1,0
Sujal Singh,Ajjubhai op<br />Sniper king 👑,2021-04-04T08:25:45Z,0,0
TECH CAFE,Guys abhi abhi 305 subscribers hue h🤩😲....ab jaldi se 400 karwado😍🤩,2021-04-04T08:25:44Z,4,1
Md Nazir,Op,2021-04-04T08:25:42Z,1,0
TECH CAFE,Guys abhi abhi 305 subscribers hue h🤩😲....ab jaldi se 400 karwado😍🤩,2021-04-04T08:25:40Z,4,0
Md Nazir,Op,2021-04-04T08:25:38Z,1,0
Aryan Thaker,Plz Bhai meri friend request accept Kar lo plz,2021-04-04T08:25:38Z,1,0
TECH CAFE,Guys abhi abhi 305 subscribers hue h🤩😲....ab jaldi se 400 karwado😍🤩,2021-04-04T08:25:35Z,0,0
Md Nazir,Op,2021-04-04T08:25:34Z,1,0
Aditi Bansal,op,2021-04-04T08:25:33Z,2,0
TECH CAFE,Guys abhi abhi 305 subscribers hue h🤩😲....ab jaldi se 400 karwado😍🤩,2021-04-04T08:25:31Z,4,0
TECH CAFE,Guys abhi abhi 305 subscribers hue h🤩😲....ab jaldi se 400 karwado😍🤩,2021-04-04T08:25:25Z,2,0
TECH CAFE,Guys abhi abhi 305 subscribers hue h🤩😲....ab jaldi se 400 karwado😍🤩,2021-04-04T08:25:21Z,3,0
Daizy Rani,Big fan bro,2021-04-04T08:25:20Z,0,0
Mantu Ghadei,Mi,2021-04-04T08:25:13Z,0,0
Brother gamer,ajjabaiD Jalock give I&#39;d jashand2828T,2021-04-04T08:25:09Z,0,0
ajju Patel,Op,2021-04-04T08:25:06Z,0,0
